,Loaded_line,Destination,Material,CUST_THICKNESS,CUST_WIDTH,KS_GRADE01,ZINC01,Sector,Creation,CBE$
14270,CR,Export,CRCF,0.25,808.2,Normal Grade,0.0,Export Near,Other,2790
14280,GI,Local,GCSF,0.7,872.0,Special Grade,100.0,Local Companies,Other,2490
14284,CR,Local,CRSF,0.5,817.0,Normal Grade,0.0,Local Companies,Other,2090
14290,CR,Local,CRCF,1.2,1300.0,Normal Grade,0.0,Local Companies,Other,2230
14313,GI,Local,GCNF,0.8,900.0,Normal Grade,220.0,Local Companies,Other,2270
14316,GI,Local,GCCF,1.0,1250.0,Special Grade,80.0,Local Companies,EXW,2010
14347,Other,Local,HPCF,2.0,1250.0,Normal Grade,0.0,Local Companies,EXW,1490
14349,GI,Local,GCCF,1.066,1000.0,Normal Grade,275.0,Local Companies,Other,2230
14361,GI,Local,GCSF,0.5,1250.0,Normal Grade,60.0,Local Companies,EXW,2090
14368,CR,Local,CRSF,1.1400000000000001,1250.0,Normal Grade,0.0,Local Traders,Other,2170
14369,CR,Local,CRSF,1.0,1000.0,Normal Grade,0.0,Local Traders,Other,2370
14370,GI,Export,GCRF,1.32,509.6,Normal Grade,180.0,Export Far,Other,3250
14389,GI,Local,GHRF,2.0,390.0,Special Grade,275.0,Local Companies,Other,2410
14403,GI,Local,GHCF,1.5,1250.0,Normal Grade,275.0,Local Traders,EXW,1810
14406,CR,Local,CRNF,0.5,723.0,Normal Grade,0.0,Local Companies,Other,2430
14416,GI,Local,GHSF,2.0,1250.0,Normal Grade,275.0,Local Companies,Other,2410
14421,GI,Local,GCCF,0.6,1000.0,Special Grade,100.0,Local Companies,Other,2330
14422,GI,Local,GCCF,1.0,1000.0,Special Grade,100.0,Local Companies,Other,2330
14423,GI,Local,GCCF,1.5,1000.0,Special Grade,100.0,Local Companies,Other,2130
14424,GI,Local,GCCF,2.0,1000.0,Special Grade,100.0,Local Companies,Other,2130
14425,GI,Local,GCCF,1.2,1000.0,Special Grade,100.0,Local Companies,Other,2330
14426,GI,Local,GCCF,0.7,1000.0,Special Grade,100.0,Local Companies,Other,2330
14441,CR,Local,CRSF,0.7,897.0,Special Grade,0.0,Local Companies,EXW,2550
14446,Other,Local,HFCF,1.5,1000.0,Special Grade,0.0,Local Companies,EXW,1750
14453,GI,Export,GCCF,0.31,1128.0,Normal Grade,90.0,Export Far,FOB,2590
14454,GI,Export,GCCF,0.31,1166.0,Normal Grade,90.0,Export Far,FOB,2590
14456,GI,Export,GCCF,0.31,1194.0,Normal Grade,90.0,Export Far,FOB,2590
14458,GI,Export,GCCF,0.31,1245.0,Normal Grade,90.0,Export Far,FOB,2590
14466,GI,Export,GCCF,0.284,1038.0,Normal Grade,90.0,Export Far,FOB,2590
14467,GI,Export,GCCF,0.284,1054.0,Normal Grade,90.0,Export Far,FOB,2590
14468,GI,Export,GCCF,0.284,1219.0,Normal Grade,90.0,Export Far,FOB,2590
14469,GI,Export,GCCF,0.284,1194.0,Normal Grade,90.0,Export Far,FOB,2590
14470,GI,Export,GCCF,1.05,1000.0,Normal Grade,100.0,Export Near,Other,2430
14474,GI,Export,GCCF,1.2,1244.0,Normal Grade,100.0,Export Near,EXW,2270
14476,GI,Export,GCCF,1.3,1000.0,Normal Grade,100.0,Export Near,Other,2230
14480,GI,Export,GCCF,1.5,1000.0,Normal Grade,100.0,Export Near,Other,2230
14481,GI,Export,GCCF,1.5,1250.0,Normal Grade,100.0,Export Near,Other,2230
14484,GI,Export,GCCF,1.7,1000.0,Normal Grade,100.0,Export Near,Other,2230
14485,GI,Export,GCCF,1.8,1000.0,Normal Grade,100.0,Export Near,Other,2230
14486,Other,Local,FBCF,0.25,1000.0,Normal Grade,0.0,Local Companies,Other,1970
14488,CR,Export,CRCF,0.37,1250.0,Normal Grade,0.0,Export Near,Other,2390
14493,GI,Export,GCNF,1.5,860.0,Normal Grade,275.0,Export Near,Other,2630
14494,PP,Local,PYNF,0.48,625.0,Normal Grade,60.0,Local Companies,Other,2490
14495,GI,Local,GHRF,2.0,360.0,Special Grade,180.0,Local Companies,EXW,2210
14502,GI,Local,GHCF,1.5,1250.0,Normal Grade,180.0,Local Companies,EXW,1630
14548,GI,Local,GCNF,1.6,980.0,Normal Grade,60.0,Local Traders,EXW,1550
14561,CR,Local,CRSF,1.2,1250.0,Normal Grade,0.0,Local Traders,Other,2170
14600,CR,Export,CRSF,2.0,1220.0,Normal Grade,0.0,Export Near,EXW,2570
14603,CR,Export,CRCF,0.7,1250.0,Special Grade,0.0,Export Near,EXW,2530
14613,CR,Local,CRNF,0.5,777.0,Normal Grade,0.0,Local Companies,Other,2430
14617,Other,Local,HFCF,1.5,1000.0,Special Grade,0.0,Local Companies,Other,1750
14622,GI,Export,GHCF,1.3,1190.0,Normal Grade,140.0,Export Near,Other,2310
14624,GI,Local,GCCF,1.5,1000.0,Special Grade,100.0,Local Companies,EXW,2130
14643,CR,Local,CRSF,0.8,1100.0,Special Grade,0.0,Local Companies,Other,2670
14645,CR,Export,CRCF,0.9,1250.0,Normal Grade,0.0,Export Near,Other,2510
14660,GI,Local,GCSF,0.6,1160.0,Special Grade,120.0,Local Companies,Other,2270
14661,GI,Local,GCCF,0.6,1160.0,Special Grade,100.0,Local Companies,Other,2330
14684,Other,Local,CPSF,1.066,1000.0,Normal Grade,0.0,Local Traders,EXW,1770
14696,CR,Local,CRSF,0.5,418.0,Normal Grade,0.0,Local Companies,EXW,2570
14700,GI,Export,GHRF,1.798,400.0,Normal Grade,100.0,Export Near,Other,2630
14723,PP,Local,POSF,0.34,774.2,Normal Grade,120.0,Local Companies,Other,2630
14730,GI,Export,GCCF,1.2,1000.0,Normal Grade,100.0,Export Near,Other,2270
14763,PP,Export,PONF,0.6,600.0,Normal Grade,90.0,Export Near,Other,2410
14786,CR,Export,CRCF,0.48,1000.0,Normal Grade,0.0,Export Near,Other,2350
14789,CR,Local,CRRF,0.5,800.0,Special Grade,0.0,Local Companies,EXW,2410
14793,PP,Local,POCF,0.8,1000.0,Normal Grade,80.0,Local Companies,EXW,1970
14808,GI,Local,GCCF,1.066,1000.0,Normal Grade,275.0,Local Companies,Other,2430
14828,CR,Local,CRSF,1.2,1000.0,Special Grade,0.0,Local Companies,EXW,2270
14829,CR,Export,CRCF,0.95,1000.0,Normal Grade,0.0,Export Near,Other,2590
14833,GI,Local,GCCF,0.7,1250.0,Normal Grade,275.0,Local Traders,EXW,1630
14840,GI,Local,GCCF,1.1400000000000001,1250.0,Normal Grade,330.0,Local Traders,EXW,1830
14852,GI,Local,GCCF,0.9593472478002865,977.7763648584101,Normal Grade,330.0,Local Traders,EXW,1830
14861,CR,Local,CRNF,0.6,657.0,Special Grade,0.0,Local Companies,Other,2610
14867,CR,Local,CRCF,0.8400000000000001,1220.0,Special Grade,0.0,Local Companies,Other,2490
14872,PP,Local,POSF,0.5,769.5,Normal Grade,100.0,Local Companies,EXW,2030
14888,GI,Export,GCCF,1.346,1207.0,Normal Grade,275.0,Export Far,Other,3050
14903,PP,Export,POCF,0.7,1000.0,Normal Grade,80.0,Export Near,Other,2650
14905,CR,Export,CRCF,0.67,1250.0,Normal Grade,0.0,Export Near,Other,2590
14906,CR,Export,CRNF,0.9,900.0,Normal Grade,0.0,Export Near,Other,2710
14915,CR,Export,CRSF,1.2,1250.0,Normal Grade,0.0,Export Near,Other,2850
14917,CR,Export,CRSF,1.8,1250.0,Normal Grade,0.0,Export Near,EXW,2490
14978,GI,Export,GCCF,1.7,1000.0,Normal Grade,80.0,Export Near,Other,2230
14980,GI,Export,GCCF,1.88,1000.0,Normal Grade,80.0,Export Near,Other,2230
14989,CR,Local,CRNF,0.6799999999999999,710.0,Special Grade,0.0,Local Companies,EXW,2010
14991,GI,Local,GHSF,2.0,1250.0,Normal Grade,275.0,Local Companies,Other,2010
15002,GI,Local,GHCF,2.0,1250.0,Special Grade,275.0,Local Companies,EXW,2010
15007,GI,Local,GCCF,0.8,1000.0,Normal Grade,200.0,Local Companies,Other,2230
15010,CR,Local,CRNF,0.5,735.0,Normal Grade,0.0,Local Companies,Other,2430
15011,GI,Local,GHCF,2.0,1220.0,Normal Grade,100.0,Local Traders,EXW,1430
15012,GI,Export,GCCF,1.1400000000000001,1250.0,Normal Grade,200.0,Export Near,Other,2310
15018,PP,Export,POCF,0.48,1250.0,Normal Grade,200.0,Export Near,Other,2650
15026,GI,Local,GCCF,1.25,1000.0,Normal Grade,60.0,Local Companies,Other,2030
15038,GI,Local,GCSF,1.0,1250.0,Normal Grade,140.0,Local Companies,Other,2410
15041,GI,Local,GHSF,2.0,1250.0,Normal Grade,140.0,Local Companies,EXW,2210
15047,GI,Local,GCCF,0.6,1160.0,Normal Grade,80.0,Local Traders,EXW,1810
15061,GI,Export,GCCF,0.75,1250.0,Special Grade,140.0,Export Near,Other,2690
15065,GI,Local,GCCF,1.25,1250.0,Normal Grade,60.0,Local Companies,EXW,1630
15077,PP,Local,PONF,0.5,685.0,Normal Grade,80.0,Local Companies,Other,2490
15088,CR,Export,CRCF,1.25,1000.0,Normal Grade,0.0,Export Near,Other,2390
15140,PP,Local,POGF,0.5,1250.0,Normal Grade,180.0,Local Traders,EXW,2170
15149,GI,Export,GCCF,1.0,1000.0,Normal Grade,100.0,Export Near,FOB,2190
15155,GI,Export,GCCF,2.0,1080.0,Special Grade,275.0,Export Near,FOB,2370
15156,GI,Export,GCCF,1.8,1200.0,Normal Grade,140.0,Export Near,Other,2310
15160,PP,Local,POCF,1.1400000000000001,1250.0,Normal Grade,180.0,Local Companies,EXW,1970
15172,PP,Local,PYNF,0.44000000000000006,695.0,Normal Grade,60.0,Local Companies,Other,2290
15175,PP,Local,PYNF,0.4,759.0,Normal Grade,60.0,Local Companies,EXW,2090
15183,GI,Local,GCRF,2.0,964.0,Normal Grade,90.0,Local Companies,Other,2430
15201,CR,Local,CRNF,1.25,800.0,Normal Grade,0.0,Local Companies,Other,2150
15204,GI,Export,GHCF,2.0,1250.0,Special Grade,100.0,Export Near,Other,2410
15207,GI,Local,GCCF,1.5,1000.0,Normal Grade,275.0,Local Companies,Other,2230
15235,GI,Local,GCCF,0.4,1000.0,Special Grade,110.0,Local Companies,Other,2410
15249,GI,Export,GCCF,1.22,1250.0,Normal Grade,140.0,Export Near,Other,2310
15278,CR,Export,CRCF,0.35,1240.0,Normal Grade,0.0,Export Near,Other,2790
15279,CR,Export,CRCF,0.39,1240.0,Normal Grade,0.0,Export Near,Other,2590
15295,CR,Local,CRCF,0.748,1300.0,Special Grade,0.0,Local Companies,Other,2290
15322,GI,Local,GCNF,0.5,771.0,Normal Grade,60.0,Local Companies,Other,2350
15324,CR,Local,CRSF,1.2,1250.0,Normal Grade,0.0,Local Traders,Other,2370
15328,GI,Local,GCCF,1.25,1150.0,Normal Grade,120.0,Local Companies,EXW,1630
15329,GI,Local,GCCF,1.25,1000.0,Special Grade,120.0,Local Companies,Other,2210
15336,CR,Local,CRCF,0.8,1000.0,Special Grade,0.0,Local Companies,Other,2490
15337,CR,Local,CRCF,1.5,1250.0,Special Grade,0.0,Local Companies,Other,2290
15339,PP,Local,POCF,1.1400000000000001,1250.0,Normal Grade,180.0,Local Companies,Other,2370
15341,PP,Local,POCF,0.7,1250.0,Normal Grade,275.0,Local Companies,EXW,2170
15373,CR,Local,CRCF,1.1400000000000001,1250.0,Special Grade,0.0,Local Traders,EXW,1690
15383,CR,Export,CRCF,1.35,1000.0,Normal Grade,0.0,Export Near,EXW,2150
15404,PP,Export,PORF,0.4,490.0,Normal Grade,100.0,Export Near,Other,3050
15438,GI,Export,GCCF,0.284,1082.04,Normal Grade,90.0,Export Far,FOB,2590
15439,CR,Local,CRRF,1.5,365.0,Normal Grade,0.0,Local Companies,Other,2430
15446,GI,Export,GCCF,1.5,1200.0,Normal Grade,100.0,Export Near,Other,2230
15478,GI,Export,GCCF,1.2,1250.0,Normal Grade,180.0,Export Near,Other,2510
15479,GI,Export,GHCF,1.1400000000000001,1250.0,Normal Grade,200.0,Export Near,EXW,2150
15483,GI,Local,GCCF,1.1400000000000001,1250.0,Normal Grade,60.0,Local Companies,Other,2430
15490,GI,Export,GCCF,1.25,1250.0,Normal Grade,100.0,Export Near,EXW,2310
15492,GI,Export,GCCF,1.17,1250.0,Normal Grade,100.0,Export Near,Other,2350
15507,PP,Local,POCF,0.7,1250.0,Normal Grade,120.0,Local Companies,Other,2370
15531,GI,Local,GCRF,0.6,1160.0,Normal Grade,180.0,Local Companies,Other,2230
15546,PP,Local,POCF,0.8400000000000001,1220.0,Normal Grade,180.0,Local Companies,EXW,1770
15548,GI,Export,GCCF,1.2,1250.0,Normal Grade,100.0,Export Near,FOB,1990
15550,GI,Export,GHCF,2.0,1250.0,Normal Grade,100.0,Export Near,EXW,1990
15561,Other,Local,HPRF,2.0,964.0,Normal Grade,0.0,Local Traders,EXW,1770
15581,GI,Export,GCCF,0.8,1250.0,Normal Grade,200.0,Export Near,Other,2310
15585,GI,Export,GHCF,2.0,1250.0,Normal Grade,200.0,Export Near,Other,2150
15592,CR,Local,CRCF,0.5,1000.0,Normal Grade,0.0,Local Companies,Other,2230
15594,CR,Local,CRCF,0.4,918.6,Normal Grade,0.0,Local Companies,Other,2230
15596,GI,Local,GCCF,0.8,1250.0,Normal Grade,275.0,Local Companies,EXW,2430
15610,GI,Local,GCCF,0.7,1250.0,Normal Grade,275.0,Local Companies,Other,2230
15614,GI,Export,GCSF,0.8400000000000001,1220.0,Normal Grade,180.0,Export Far,Other,3110
15628,PP,Local,PYRF,0.4,596.0,Normal Grade,60.0,Local Companies,Other,2770
15640,GI,Export,GCRF,0.76,819.6600000000001,Normal Grade,180.0,Export Far,Other,3450
15645,PP,Local,PYRF,0.4,596.0,Normal Grade,60.0,Local Companies,EXW,2370
15647,GI,Export,GCCF,0.78,1235.0,Special Grade,275.0,Export Far,Other,3430
15654,GI,Export,GCCF,0.9,484.0,Normal Grade,100.0,Export Near,EXW,2350
15664,CR,Local,CRRF,0.7,808.0,Special Grade,0.0,Local Companies,EXW,2490
15684,CR,Local,CRCF,1.2,1110.0,Normal Grade,0.0,Local Traders,Other,2110
15693,CR,Export,CRCF,2.0,1250.0,Normal Grade,0.0,Export Near,EXW,2390
15696,CR,Export,CRCF,0.584,1219.0,Normal Grade,0.0,Export Far,Other,2790
15697,CR,Export,CRCF,0.711,1219.0,Normal Grade,0.0,Export Far,Other,2790
15698,CR,Export,CRCF,1.372,1219.2,Normal Grade,0.0,Export Far,EXW,2430
15699,CR,Export,CRCF,1.829,1219.0,Normal Grade,0.0,Export Far,Other,2590
15701,GI,Export,GCCF,0.584,1219.0,Normal Grade,180.0,Export Far,Other,2710
15702,GI,Export,GCCF,0.711,1219.0,Normal Grade,180.0,Export Far,Other,2710
15703,GI,Export,GCCF,0.914,1219.2,Normal Grade,180.0,Export Far,Other,2710
15704,GI,Export,GCCF,1.118,1219.0,Normal Grade,180.0,Export Far,Other,2710
15705,GI,Export,GCCF,1.397,1219.0,Normal Grade,180.0,Export Far,Other,2510
15706,GI,Export,GCCF,1.803,1219.0,Normal Grade,180.0,Export Far,Other,2510
15709,CR,Export,CRCF,1.372,914.0,Normal Grade,0.0,Export Far,Other,2590
15710,CR,Export,CRCF,1.118,1219.0,Normal Grade,0.0,Export Far,Other,2790
15711,GI,Export,GCCF,0.432,1219.0,Normal Grade,180.0,Export Far,Other,2710
15712,GI,Export,GCCF,0.9400000000000001,1219.0,Normal Grade,180.0,Export Far,Other,2510
15713,GI,Local,GCCF,1.2,1100.0,Normal Grade,275.0,Local Traders,EXW,1830
15715,GI,Local,GCCF,0.3,656.2,Normal Grade,40.0,Local Traders,EXW,1530
15719,GI,Local,GCRF,0.6,424.0,Special Grade,140.0,Local Companies,EXW,2410
15727,GI,Local,GHSF,1.5,1200.0,Normal Grade,100.0,Local Companies,EXW,1890
15728,GI,Local,GHSF,1.5,1000.0,Normal Grade,100.0,Local Companies,EXW,1890
15729,GI,Local,GHSF,2.0,1250.0,Normal Grade,100.0,Local Companies,EXW,1890
15730,GI,Local,GHSF,2.0,1000.0,Normal Grade,100.0,Local Companies,EXW,1890
15747,Other,Local,CPSF,0.9593472478002865,977.7763648584101,Normal Grade,0.0,Local Traders,EXW,1770
15754,GI,Local,GCNF,0.4,629.0,Normal Grade,60.0,Local Companies,EXW,1950
15779,GI,Local,GCNF,0.8,900.0,Normal Grade,220.0,Local Companies,EXW,1870
15782,CR,Local,CRCF,0.48,1220.0,Normal Grade,0.0,Local Traders,EXW,1710
15787,Other,Local,FBSF,0.3,1000.0,Normal Grade,0.0,Local Traders,EXW,2030
15793,CR,Local,CRRF,0.6,275.0,Normal Grade,0.0,Local Companies,EXW,2310
15795,CR,Local,CRRF,0.6,348.0,Normal Grade,0.0,Local Companies,EXW,2310
15797,CR,Local,CRRF,1.7600000000000002,411.0,Special Grade,0.0,Local Companies,EXW,2290
15798,CR,Local,CRRF,0.8,441.0,Special Grade,0.0,Local Companies,EXW,2490
15799,CR,Local,CRRF,0.7,453.0,Special Grade,0.0,Local Companies,EXW,2490
15800,CR,Local,CRRF,0.8,467.0,Normal Grade,0.0,Local Companies,EXW,2310
15804,CR,Local,CRRF,0.4,511.0,Special Grade,0.0,Local Companies,EXW,2290
15805,CR,Local,CRNF,0.6,608.0,Special Grade,0.0,Local Companies,EXW,2210
15810,CR,Local,CRNF,0.6,808.0,Special Grade,0.0,Local Companies,EXW,2210
15813,CR,Local,CRNF,0.8,816.0,Special Grade,0.0,Local Companies,EXW,2210
15814,CR,Local,CRCF,0.5,1300.0,Normal Grade,0.0,Local Companies,Other,2310
15815,CR,Local,CRCF,0.25,800.0,Normal Grade,0.0,Local Companies,Other,2510
15816,GI,Local,GCRF,1.0,1200.0,Special Grade,275.0,Local Companies,Other,2930
15819,GI,Local,GCCF,1.0,1250.0,Normal Grade,100.0,Local Companies,Other,1830
15828,CR,Export,CRCF,0.55,1000.0,Normal Grade,0.0,Export Near,EXW,2350
15834,PP,Local,PONF,0.4,918.6,Normal Grade,80.0,Local Companies,EXW,2090
15836,PP,Local,POCF,0.7,1000.0,Normal Grade,80.0,Local Companies,EXW,2370
15854,GI,Local,GCCF,0.6,1160.0,Normal Grade,330.0,Local Companies,Other,2430
15856,GI,Local,GHNF,2.0,780.0,Special Grade,60.0,Local Companies,EXW,1930
15857,GI,Local,GCRF,0.6,530.0,Special Grade,60.0,Local Companies,EXW,2410
15858,GI,Local,GCNF,0.6,846.5,Special Grade,60.0,Local Companies,EXW,2130
15859,CR,Local,CRSF,1.1400000000000001,1250.0,Normal Grade,0.0,Local Companies,Other,2370
15860,CR,Local,CRCF,0.8,1250.0,Special Grade,0.0,Local Companies,Other,2490
15864,GI,Local,GCRF,0.7,508.0,Normal Grade,275.0,Local Companies,EXW,2430
15867,CR,Local,CRRF,0.5,680.0,Normal Grade,0.0,Local Traders,EXW,2110
